"X","decision_factors_decision_factors_party","decision_factors_decision_factors_personalvalues","decision_factors_decision_factors_experts","decision_factors_decision_factors_constituents","accuracy","accuracy_response","preference","preference_response","familiarity","partisan_bias","partisan_diss","pid_3","gov_exp","pid_indep","Staffer","area","ideo5","issue","republican","liberal","age","female","republican_alignment","democrat_alignment","deference_experts","deference_party","deference_personalvalues","deference_constituents","accuracy_3","treated","accuracy_bin","issue_full","Level","weight","Population_bin","Education_bin","Urban_bin","Voteshare_bin"
87,0.25,0.75,0.75,0.5,0,1,0.5,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",10,NA,0,"local area","Moderate, middle of the road","NEP",0,0,NA,NA,0,1,0.25,-0.25,0.25,0,"Misinformed",0,0,"Needle Exchange","municipality",1.01976662242037,"low","low","HIGH","HIGH"
88,0.5,0,0.75,0.25,0.75,NA,1,NA,1,0,"Democrats are more likely to support the use of needle exchanges","Democrat",19,NA,1,"district","Very liberal","NEP",0,1,39,1,0,1,0.5,0.25,-0.25,0,"Informed",1,1,"Needle Exchange","state",0.473132600708826,"HIGH","low","HIGH","low"
89,0.25,1,0.25,0.25,1,NA,1,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",32,NA,0,"county","Moderate, middle of the road","NEP",0,0,71,0,0,1,-0.375,-0.375,0.375,-0.375,"Informed",1,1,"Needle Exchange","local",1,NA,NA,NA,NA
90,0,0,0.25,0,1,0,0.5,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",12,NA,0,"local area","Somewhat conservative","NEP",1,0,NA,NA,0,1,0.25,0,0,0,"Informed",0,1,"Needle Exchange","municipality",2.50842563896479,"low","low","HIGH","HIGH"
91,0,0.5,0.75,0.25,1,NA,0.667,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Independent",15,"Neither",0,"local area","Somewhat conservative","NEP",NA,0,NA,NA,0,1,0.5,-0.25,0.25,0,"Informed",1,1,"Needle Exchange","township",9.34530940872844e-15,"low","HIGH","low","low"
92,0,1,1,1,0.75,NA,1,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",34,NA,0,"district","Somewhat liberal","NEP",0,1,70,0,0,1,0.5,-0.5,0.5,0.5,"Informed",1,1,"Needle Exchange","state",1.6847845404614,"low","low","HIGH","low"
93,0.25,0.75,0.75,0.75,0.5,NA,0.5,NA,1,0,"Democrats are more likely to support the use of needle exchanges","Republican",4,NA,0,"county","Somewhat conservative","NEP",1,0,58,0,0,1,0.25,-0.25,0.25,0.25,"Unsure",1,0,"Needle Exchange","county",0.748860181528868,"HIGH","low","low","HIGH"
94,0,1,0.75,0.5,0.75,NA,0.333,NA,1,0,"Democrats are more likely to support the use of needle exchanges","Republican",49,NA,0,"local area","Somewhat conservative","NEP",1,0,NA,NA,0,1,0.25,-0.5,0.5,0,"Informed",1,1,"Needle Exchange","municipality",1.01976662242037,"low","HIGH","HIGH","HIGH"
95,0.5,1,1,0.5,1,NA,1,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",28,NA,0,"county","Somewhat conservative","NEP",1,0,NA,NA,0,1,0.25,-0.25,0.25,-0.25,"Informed",1,1,"Needle Exchange","county",0.495051171456088,"HIGH","low","low","HIGH"
96,0.25,0.5,1,0.5,1,0,0.833,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",1,NA,0,"district","Somewhat liberal","NEP",0,1,44,1,0,1,0.625,-0.125,0.125,0.125,"Informed",0,1,"Needle Exchange","state",1,NA,NA,NA,NA
97,0,1,0.5,0.75,1,0,0,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",6,NA,0,"local area","Somewhat conservative","NEP",0,0,75,0,0,1,0,-0.5,0.5,0.25,"Informed",0,1,"Needle Exchange","municipality",2.29876260014031e-14,"low","low","HIGH","low"
98,0.25,0.75,0.75,0.25,1,NA,1,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",8,NA,0,"local area","Somewhat liberal","NEP",0,1,NA,NA,0,1,0.25,-0.25,0.25,-0.25,"Informed",1,1,"Needle Exchange","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
99,0,1,1,1,1,0,1,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",2,NA,0,"district","Moderate, middle of the road","NEP",1,0,64,1,0,1,0.5,-0.5,0.5,0.5,"Informed",0,1,"Needle Exchange","state",1.94207826744594,"low","HIGH","HIGH",NA
100,0.25,0.5,1,0.75,0.5,0.5,0.667,0.166,0.67,1,"Democrats are more likely to support the use of needle exchanges","Democrat",13,NA,0,"district","Somewhat liberal","NEP",0,1,52,0,0,1,0.625,-0.125,0.125,0.375,"Unsure",0,0,"Needle Exchange","state",2.3030177822852,"low","low","HIGH","HIGH"
101,0.25,0.5,0.75,0.5,0.75,NA,0.833,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",5,NA,0,"local area","Somewhat liberal","NEP",0,1,NA,NA,0,1,0.375,-0.125,0.125,0.125,"Informed",1,1,"Needle Exchange","municipality",2.29876260014031e-14,"low","low","HIGH","HIGH"
102,0,0,0.75,0.75,0.75,NA,0.5,NA,0.67,0,"Neither party is more likely than the other to support the use of needle exchanges","Republican",27,NA,0,"district","Somewhat conservative","NEP",1,0,70,0,0,0,0.75,0,0,0.75,"Informed",1,1,"Needle Exchange","state",0.646749045140729,"HIGH","low","low","HIGH"
103,0.5,0.25,1,0.75,1,NA,1,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",18,NA,0,"local area","Somewhat liberal","NEP",0,1,NA,NA,0,1,0.625,0.125,-0.125,0.375,"Informed",1,1,"Needle Exchange","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
104,0.5,0.75,0.75,0.75,0.75,0,0,0,1,0,"Democrats are more likely to support the use of needle exchanges","Democrat",22,NA,0,"county","Moderate, middle of the road","NEP",0,0,59,1,0,1,0.125,-0.125,0.125,0.125,"Informed",0,1,"Needle Exchange","county",0.495051171456088,"HIGH","HIGH","low","HIGH"
105,0.5,0.75,0.75,0.5,1,0,1,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",30,NA,0,"district","Somewhat liberal","NEP",0,1,67,1,0,1,0.125,-0.125,0.125,-0.125,"Informed",0,1,"Needle Exchange","state",1.17619207698729,"low","HIGH","low","low"
106,0.5,0.75,1,0.5,1,NA,1,NA,1,0,"Democrats are more likely to support the use of needle exchanges","Democrat",5.5,NA,1,"district","Very liberal","NEP",0,1,30,0,0,1,0.375,-0.125,0.125,-0.125,"Informed",1,1,"Needle Exchange","state",0.468682528429356,"HIGH","HIGH","HIGH","low"
107,0.25,0.75,1,0.5,0.75,0,1,0,1,0,"Democrats are more likely to support the use of needle exchanges","Democrat",18,NA,0,"district","Somewhat liberal","NEP",0,1,NA,NA,0,1,0.5,-0.25,0.25,0,"Informed",0,1,"Needle Exchange","state",1.6847845404614,"low","low","HIGH","low"
108,0,0.5,0.75,0.5,0.25,0.5,0.333,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",2,NA,0,"district","Somewhat conservative","NEP",1,0,26,0,0,1,0.5,-0.25,0.25,0.25,"Misinformed",0,0,"Needle Exchange","state",1,NA,NA,NA,NA
109,0,0.5,1,0.5,1,NA,1,NA,0.67,0,"Neither party is more likely than the other to support the use of needle exchanges","Democrat",5,NA,0,"local area","Very liberal","NEP",0,1,NA,NA,0,0,0.75,-0.25,0.25,0.25,"Informed",1,1,"Needle Exchange","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
110,0.75,1,0.75,0.75,0.5,0.25,0,0.167,0.33,0,"Democrats are more likely to support the use of needle exchanges","Republican",4,NA,0,"district","Somewhat conservative","NEP",1,0,72,0,0,1,-0.125,-0.125,0.125,-0.125,"Unsure",0,0,"Needle Exchange","state",0.990359041190242,"HIGH","HIGH","low","HIGH"
111,0,0.75,1,0.25,1,NA,0.667,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",7,NA,0,"county","Somewhat liberal","NEP",0,1,69,0,0,1,0.625,-0.375,0.375,-0.125,"Informed",1,1,"Needle Exchange","local",1,NA,NA,NA,NA
112,0,0.5,0.5,0.25,0.25,NA,0.667,NA,0.33,NA,"Democrats are more likely to support the use of needle exchanges","Independent",8,"Neither",0,"county","Somewhat conservative","NEP",NA,0,NA,NA,0,1,0.25,-0.25,0.25,0,"Misinformed",1,0,"Needle Exchange","county",0.474967552135226,"HIGH","low","low","low"
113,0.5,0.5,0.5,0.5,0.5,NA,0.667,NA,0.67,1,"Democrats are more likely to support the use of needle exchanges","Republican",10,NA,0,"county","Somewhat conservative","NEP",1,0,63,0,0,1,0,0,0,0,"Unsure",1,0,"Needle Exchange","local",1,NA,NA,NA,NA
114,0,0.5,1,0.75,1,NA,0.833,NA,1,0,"Democrats are more likely to support the use of needle exchanges","Democrat",3.5,NA,0,"local area","Somewhat liberal","NEP",0,1,NA,NA,0,1,0.75,-0.25,0.25,0.5,"Informed",1,1,"Needle Exchange","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","low"
115,0,0.25,1,0.75,0.5,0,0.5,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",7,NA,0,"local area","Moderate, middle of the road","NEP",1,0,NA,NA,0,1,0.875,-0.125,0.125,0.625,"Unsure",0,0,"Needle Exchange","municipality",1.01976662242037,"low","low","low","HIGH"
116,0.5,0.5,0.75,0.5,0.75,0.25,0,0,0.67,1,"Democrats are more likely to support the use of needle exchanges","Republican",5,NA,0,"district","Somewhat conservative","NEP",1,0,52,0,0,1,0.25,0,0,0,"Informed",0,1,"Needle Exchange","state",3.56006785167583,"low","low","low","HIGH"
117,0.25,1,0.75,0.75,0.75,0,0.167,0,0.67,1,"Democrats are more likely to support the use of needle exchanges","Republican",23,NA,0,"local area","Very conservative","NEP",1,0,68,0,0,1,0.125,-0.375,0.375,0.125,"Informed",0,1,"Needle Exchange","municipality",9.34530940872844e-15,"HIGH","HIGH","HIGH","HIGH"
118,0,0.75,0.75,0,0.5,NA,0.333,NA,1,0,"Democrats are more likely to support the use of needle exchanges","Independent",3,"Republican Party",0,"local area","Moderate, middle of the road","NEP",1,0,49,1,0,1,0.375,-0.375,0.375,-0.375,"Unsure",1,0,"Needle Exchange","municipality",1.01976662242037,"low","HIGH","low","HIGH"
119,0.5,1,0.5,0.75,1,NA,0.167,NA,0.67,1,"Democrats are more likely to support the use of needle exchanges","Republican",30,NA,0,"county","Somewhat conservative","NEP",1,0,76,0,0,1,-0.25,-0.25,0.25,0,"Informed",1,1,"Needle Exchange","county",1.32553428184128,"low","low",NA,"HIGH"
120,0.25,0.75,1,0.5,0.25,0.25,0.333,0,0.33,0,"Democrats are more likely to support the use of needle exchanges","Republican",4,NA,0,"county","Somewhat conservative","NEP",1,0,40,1,0,1,0.5,-0.25,0.25,0,"Misinformed",0,0,"Needle Exchange","county",2.0669032285051,"low","low",NA,"HIGH"
121,0,1,1,0.25,0.25,NA,0.167,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",12,NA,0,"local area","Moderate, middle of the road","NEP",1,0,NA,NA,0,1,0.5,-0.5,0.5,-0.25,"Misinformed",1,0,"Needle Exchange","municipality",2.29876260014031e-14,"low","low","HIGH","low"
122,0.25,0.25,1,0.5,0,1,1,0,1,0,"Democrats are more likely to support the use of needle exchanges","Democrat",1,NA,0,"district","Somewhat liberal","NEP",0,1,51,1,0,1,0.75,0,0,0.25,"Misinformed",0,0,"Needle Exchange","state",1,NA,NA,NA,NA
123,0.25,0.75,0.75,0.25,1,0,0.833,0,1,0,"Democrats are more likely to support the use of needle exchanges","Democrat",38,NA,0,"district","Moderate, middle of the road","NEP",0,0,68,0,0,1,0.25,-0.25,0.25,-0.25,"Informed",0,1,"Needle Exchange","state",1,NA,NA,NA,NA
124,0,0.25,1,0.25,1,NA,1,NA,1,0,"Democrats are more likely to support the use of needle exchanges","Democrat",9,NA,0,"local area","Somewhat liberal","NEP",0,1,NA,NA,0,1,0.875,-0.125,0.125,0.125,"Informed",1,1,"Needle Exchange","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
125,0,0.75,0.25,0.75,0.75,0,0.167,0,0.67,1,"Democrats are more likely to support the use of needle exchanges","Republican",24,NA,0,"district","Somewhat conservative","NEP",1,0,56,0,0,1,-0.125,-0.375,0.375,0.375,"Informed",0,1,"Needle Exchange","state",2.59730665501189,"low","low","low","HIGH"
126,0.25,0.75,0.75,0,0.5,NA,0.5,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",12,NA,0,"local area","Somewhat conservative","NEP",1,0,81,NA,0,1,0.25,-0.25,0.25,-0.5,"Unsure",1,0,"Needle Exchange","municipality",2.29876260014031e-14,"low","low","HIGH","low"
127,0,1,0.75,0.5,0.5,0,0.167,0.166,0.33,0,"Democrats are more likely to support the use of needle exchanges","Independent",36,"Republican Party",0,"local area","Somewhat conservative","NEP",1,0,82,0,0,1,0.25,-0.5,0.5,0,"Unsure",0,0,"Needle Exchange","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
128,0,0.5,1,1,1,NA,1,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",6,NA,0,"county","Moderate, middle of the road","NEP",0,0,NA,NA,0,1,0.75,-0.25,0.25,0.75,"Informed",1,1,"Needle Exchange","local",1,NA,NA,NA,NA
129,0,0.5,1,0.5,1,NA,1,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",28,NA,0,"local area","Moderate, middle of the road","NEP",0,0,NA,NA,0,1,0.75,-0.25,0.25,0.25,"Informed",1,1,"Needle Exchange","municipality",2.29876260014031e-14,"low","low","HIGH","HIGH"
130,0,0,1,0,0.75,0.25,1,0,0.67,0,"Neither party is more likely than the other to support the use of needle exchanges","Democrat",40,NA,0,"county","Moderate, middle of the road","NEP",0,0,64,0,0,0,1,0,0,0,"Informed",0,1,"Needle Exchange","county",0.495051171456088,"HIGH","low","low","low"
131,0,1,0,0,0,0,0,0,0.67,1,"Democrats are more likely to support the use of needle exchanges","Republican",12,NA,0,"local area","Very conservative","NEP",1,0,68,1,0,1,-0.5,-0.5,0.5,-0.5,"Misinformed",0,0,"Needle Exchange","municipality",1.01976662242037,"low","HIGH","HIGH","HIGH"
132,0.75,0.75,1,1,0.75,NA,0.333,NA,0.33,0,"Democrats are more likely to support the use of needle exchanges","Republican",10,NA,0,"county","Somewhat conservative","NEP",1,0,51,0,0,1,0.25,0,0,0.25,"Informed",1,1,"Needle Exchange","county",1.69470618096612,"low","low","low","HIGH"
133,0.5,1,1,1,0.75,0.25,1,0,1,0,"Democrats are more likely to support the use of needle exchanges","Democrat",2,NA,0,"district","Somewhat liberal","NEP",0,1,45,1,0,1,0.25,-0.25,0.25,0.25,"Informed",0,1,"Needle Exchange","state",1,NA,NA,NA,NA
134,0,1,0.5,0.5,0.75,NA,1,NA,0.67,1,"Neither party is more likely than the other to support the use of needle exchanges","Other party (Please specify):",1,"Republican Party",0,"district","Not sure","NEP",1,0,NA,NA,0,0,0,-0.5,0.5,0,"Informed",1,1,"Needle Exchange","state",1,NA,NA,NA,NA
135,0.25,1,0.75,0.5,0.5,0.25,0.167,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",6,NA,0,"county","Very conservative","NEP",1,0,NA,NA,0,1,0.125,-0.375,0.375,-0.125,"Unsure",0,0,"Needle Exchange","county",0.495051171456088,"HIGH","HIGH","low","low"
136,1,1,1,1,0.75,NA,0,NA,0.67,1,"Democrats are more likely to support the use of needle exchanges","Democrat",32,NA,0,"local area","Moderate, middle of the road","NEP",0,0,64,1,0,1,0,0,0,0,"Informed",1,1,"Needle Exchange","municipality",1.01976662242037,"low","HIGH","low","HIGH"
137,0.5,0.5,1,0.75,0.5,0.25,0.167,0,1,0,"Democrats are more likely to support the use of needle exchanges","Republican",7,NA,0,"local area","Moderate, middle of the road","NEP",1,0,51,1,0,1,0.5,0,0,0.25,"Unsure",0,0,"Needle Exchange",NA,5.00007598160723,NA,NA,NA,NA
138,0,0.75,0.75,0.75,0.75,NA,0.667,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",24,NA,0,"local area","Moderate, middle of the road","NEP",1,0,NA,NA,0,1,0.375,-0.375,0.375,0.375,"Informed",1,1,"Needle Exchange","municipality",1.01976662242037,"low","low","HIGH","HIGH"
139,0.5,1,1,1,1,NA,1,NA,1,0,"Republicans are more likely to support the use of needle exchanges","Independent",16,"Neither",0,"local area","Moderate, middle of the road","NEP",NA,0,NA,NA,1,0,0.25,-0.25,0.25,0.25,"Informed",1,1,"Needle Exchange","local",5.00007598160723,NA,NA,NA,NA
140,0.25,0.75,0.75,0.25,1,NA,0.833,NA,1,0,"Neither party is more likely than the other to support the use of needle exchanges","Independent",10,"Neither",0,"district","Moderate, middle of the road","NEP",NA,0,47,0,0,0,0.25,-0.25,0.25,-0.25,"Informed",1,1,"Needle Exchange","state",0.73138130947991,"HIGH","low","low","low"
141,NA,0.5,0.5,1,0.25,0.25,0.667,0,0.67,NA,"Democrats are more likely to support the use of needle exchanges","Republican",9,NA,0,"local area","Somewhat conservative","NEP",1,0,56,1,0,1,0,NA,0,0.5,"Misinformed",0,0,"Needle Exchange","municipality",2.50842563896479,"low","low","HIGH","HIGH"
142,0.25,1,0.75,0.5,1,0,1,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",45,NA,0,"district","Moderate, middle of the road","NEP",0,0,69,0,0,1,0.125,-0.375,0.375,-0.125,"Informed",0,1,"Needle Exchange","state",1,NA,NA,NA,NA
143,0.25,1,1,0.5,0.75,NA,0.833,NA,1,0,"Neither party is more likely than the other to support the use of needle exchanges","Republican",46,NA,0,"local area","Moderate, middle of the road","NEP",1,0,NA,NA,0,0,0.375,-0.375,0.375,-0.125,"Informed",1,1,"Needle Exchange","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
144,0,0,0,0,1,NA,0.5,NA,0.67,1,"Neither party is more likely than the other to support the use of needle exchanges","Republican",NA,NA,0,"district","Not sure","NEP",1,0,37,0,0,0,0,0,0,0,"Informed",0,1,"Needle Exchange","state",1,NA,NA,NA,NA
145,0,1,0.75,1,0.5,NA,0.667,NA,1,0,"Democrats are more likely to support the use of needle exchanges","Republican",30,NA,0,"local area","Moderate, middle of the road","NEP",1,0,NA,NA,0,1,0.25,-0.5,0.5,0.5,"Unsure",1,0,"Needle Exchange","municipality",9.34530940872844e-15,"low","low","HIGH","HIGH"
146,0.5,0.75,0.75,0,1,NA,1,NA,0.67,1,"Neither party is more likely than the other to support the use of needle exchanges","Republican",10,NA,0,"district","Very conservative","NEP",1,0,46,1,0,0,0.125,-0.125,0.125,-0.625,"Informed",1,1,"Needle Exchange","state",0.990359041190242,"HIGH","HIGH","low","HIGH"
147,0,0.5,1,0.75,0.5,0.25,0.5,0.167,0.67,1,"Democrats are more likely to support the use of needle exchanges","Independent",8,"Republican Party",0,"local area","Somewhat conservative","NEP",1,0,NA,NA,0,1,0.75,-0.25,0.25,0.5,"Unsure",0,0,"Needle Exchange","municipality",9.34530940872844e-15,"low","HIGH","HIGH","low"
148,0.25,0.5,0.75,0.75,0.75,0.25,0.667,0,0.67,0,"Democrats are more likely to support the use of needle exchanges","Republican",29,NA,0,"district","Somewhat conservative","NEP",1,0,59,0,0,1,0.375,-0.125,0.125,0.375,"Informed",0,1,"Needle Exchange","state",0.843075011816107,"HIGH","HIGH","low",NA
149,0.25,0.75,0.75,0.75,0.25,NA,0.5,NA,0.33,0,"Democrats are more likely to support the use of needle exchanges","Republican",55,NA,0,"county","Somewhat conservative","NEP",1,0,NA,NA,0,1,0.25,-0.25,0.25,0.25,"Misinformed",1,0,"Needle Exchange","county",0.495051171456088,"HIGH","HIGH","low","HIGH"
150,0,0.5,0.25,0.25,1,NA,0.333,NA,0,1,"Democrats are more likely to support the use of needle exchanges","Republican",5,NA,0,"county","Somewhat conservative","NEP",1,0,36,0,0,1,0,-0.25,0.25,0,"Informed",1,1,"Needle Exchange","county",0.718479841722498,"HIGH","low","low","HIGH"
151,0.25,0.75,0.5,0.5,1,NA,0.5,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Independent",26,"Republican Party",1,"district","Very conservative","NEP",1,0,NA,NA,0,1,0,-0.25,0.25,0,"Informed",1,1,"Needle Exchange","state",1,NA,NA,NA,NA
152,0,0.5,0.75,0.5,1,NA,1,NA,0.67,0,"Democrats are more likely to support the use of needle exchanges","Independent",8,"Neither",0,"local area","Moderate, middle of the road","NEP",NA,0,NA,NA,0,1,0.5,-0.25,0.25,0.25,"Informed",1,1,"Needle Exchange","municipality",2.29876260014031e-14,"low","low","HIGH","low"
153,0,1,0.25,0.25,0.75,0,0,0,0.33,1,"Democrats are more likely to support the use of needle exchanges","Republican",2,NA,0,"local area","Very conservative","NEP",1,0,37,0,0,1,-0.25,-0.5,0.5,-0.25,"Informed",0,1,"Needle Exchange","municipality",2.50842563896479,"low","low","low","HIGH"
154,0.25,0.5,0,0.5,0.5,0.25,0,0,0.67,1,"Democrats are more likely to support the use of needle exchanges","Republican",4,NA,0,"district","Very conservative","NEP",1,0,49,0,0,1,-0.375,-0.125,0.125,0.125,"Unsure",0,0,"Needle Exchange","state",1,NA,NA,NA,NA
155,0.5,0.75,0.75,0.75,0.5,0,0.667,0.166,0.67,0,"Democrats are more likely to support the use of needle exchanges","Democrat",33,NA,0,"local area","Somewhat liberal","NEP",0,1,63,0,0,1,0.125,-0.125,0.125,0.125,"Unsure",0,0,"Needle Exchange","local",5.00007598160723,NA,NA,NA,NA
156,0.5,1,1,0.5,0,NA,0.833,NA,1,0,"Neither party is more likely than the other to support the use of needle exchanges","Democrat",45,NA,1,"district","Moderate, middle of the road","NEP",0,0,64,0,0,0,0.25,-0.25,0.25,-0.25,"Misinformed",1,0,"Needle Exchange","state",1.94207826744594,"low","HIGH","HIGH",NA
